アンケート情報,,,,,,,,Q1,Q2,Q3,Q4,,Q5,,,,,,,,,,,,,,,,,,Q6,Q7,Q8,,Q9,,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11,Q12,,,,,,,,,,,,,,,,,,,,,,Q13,,,,,,,,,,,,,,,,,,Q14,Q15,Q16,,Q17,,,,,,,,,,Q18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19,Q20
id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,"旅の総予算(金額)","旅の総予算(通貨)","宿泊予算(金額)","宿泊予算(通貨)",旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,治療・検診,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,その他,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,その他,認知経路(施設)ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,家族・知人への推奨度(施設),推奨度の理由(旅行)
837,"2024-12-07 10:00:51","2024-12-07 10:04:13",繁体,915,石川県,金沢,体験・観光施設,1988,男,"台湾 ",100000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,9,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Instagram
Facebook
YouTube
旅行ガイドブック
",1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
日常を離れ、バカンスを楽しみたいから
費用が手頃だから
以前に訪問し気に入ったから
友人・知人に勧められたから
テレビ・雑誌・インターネットで紹介されていたから
同行者が訪問したがったから
",1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,大変満足,,1000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"日本政府観光局(JNTO)ホームページ
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
838,"2024-12-07 10:08:16","2024-12-07 10:11:26",英語,916,石川県,金沢,体験・観光施設,1996,男,フランス,42000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,18,1200,ユーロ/欧州連合　&euro;(XEU),600,ユーロ/欧州連合　&euro;(XEU),"Google Mapなどの地図アプリやサイトでの検索
Instagram
Facebook
",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
自然・景勝地観光
繁華街の街歩き
",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
839,"2024-12-07 10:08:51","2024-12-07 10:12:52",英語,917,石川県,金沢,体験・観光施設,1999,女,フランス,35000,ユーロ/欧州連合　&euro;(XEU),"家族・知人訪問
ハネムーン
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,20,1200,ユーロ/欧州連合　&euro;(XEU),600,ユーロ/欧州連合　&euro;(XEU),"地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Instagram
X (Twitter)
YouTube
旅行ガイドブック
自国の親戚・知人
",0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
テーマパーク
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,"景観・自然・気候を楽しみたいから
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"鉄道
",0,0,0,0,0,0,1,0,0,"日本政府観光局(JNTO)ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Instagram
",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
841,"2024-12-07 10:32:50","2024-12-07 10:37:50",英語,919,石川県,金沢,体験・観光施設,1995,男,スペイン,60000,ユーロ/欧州連合　&euro;(XEU),"ハネムーン
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,15,4500,ユーロ/欧州連合　&euro;(XEU),120,ユーロ/欧州連合　&euro;(XEU),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Instagram
X (Twitter)
自国の親戚・知人
",1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
舞台・音楽鑑賞
日本の歴史・伝統文化体験
日本の日常生活体験
日本のポップカルチャーを楽しむ
",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,満足,,6,ユーロ/欧州連合　&euro;(XEU),"路線バス
",0,0,1,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
YouTube
",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
840,"2024-12-07 10:32:32","2024-12-07 10:39:05",英語,918,石川県,金沢,体験・観光施設,1996,女,スペイン,60000,ユーロ/欧州連合　&euro;(XEU),"ハネムーン
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,15,4000,ユーロ/欧州連合　&euro;(XEU),120,ユーロ/欧州連合　&euro;(XEU),"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
自国の親戚・知人
",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,6,ユーロ/欧州連合　&euro;(XEU),"路線バス
",0,0,1,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Instagram
X (Twitter)
YouTube
",1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
842,"2024-12-07 10:48:58","2024-12-07 10:54:16",英語,920,石川県,金沢,体験・観光施設,1993,女,その他,2000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,73,5000,ユーロ/欧州連合　&euro;(XEU),5000,ユーロ/欧州連合　&euro;(XEU),"Google Mapなどの地図アプリやサイトでの検索
Facebook
YouTube
",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
映画・アニメ縁の地を訪問
",1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"行きたい観光スポットがあったから
日常を離れ、バカンスを楽しみたいから
テレビ・雑誌・インターネットで紹介されていたから
",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Google Mapなどの地図アプリやサイトでの検索
YouTube
",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
843,"2024-12-07 10:49:24","2024-12-07 10:56:59",英語,921,石川県,金沢,体験・観光施設,1993,男,その他,2000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,73,2000000,円/日本　￥(JPY),5000,ユーロ/欧州連合　&euro;(XEU),"YouTube
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
自然・景勝地観光
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
テレビ・雑誌・インターネットで紹介されていたから
",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"YouTube
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
844,"2024-12-07 12:18:53","2024-12-07 12:23:11",英語,922,石川県,金沢,体験・観光施設,1991,男,イタリア,1000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,19,3000,ユーロ/欧州連合　&euro;(XEU),1000,ユーロ/欧州連合　&euro;(XEU),"Instagram
YouTube
特になし
",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"日本食を食べること
旅館に宿泊
温泉入浴
テーマパーク
",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,,5,ユーロ/欧州連合　&euro;(XEU),"徒歩
",0,0,0,0,0,0,0,1,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,
845,"2024-12-07 12:21:22","2024-12-07 12:26:25",英語,923,石川県,金沢,体験・観光施設,1992,女,イタリア,1000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,1000,ユーロ/欧州連合　&euro;(XEU),500,ユーロ/欧州連合　&euro;(XEU),"Instagram
YouTube
個人のブログ
",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"日本食を食べること
四季の体感（花見・紅葉・雪等）
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,満足,Friend,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"Instagram
YouTube
",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
847,"2024-12-07 12:47:41","2024-12-07 12:51:51",英語,925,石川県,金沢,体験・観光施設,1961,男,英国,0,円/日本　￥(JPY),"ビジネス（企業ミーティング）
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,自分ひとり,12,0,円/日本　￥(JPY),0,円/日本　￥(JPY),"旅行ガイドブック
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,"旅館に宿泊
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,1000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,0,"旅行ガイドブック
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,
