アンケート情報,,,,,,,,Q1,Q2,Q3,Q4,,Q5,,,,,,,,,,,,,,,,,,Q6,Q7,Q8,,Q9,,Q10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11,Q12,,,,,,,,,,,,,,,,,,,,,,Q13,,,,,,,,,,,,,,,,,,Q14,Q15,Q16,,Q17,,,,,,,,,,Q18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19,Q20
id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,"旅の総予算(金額)","旅の総予算(通貨)","宿泊予算(金額)","宿泊予算(通貨)",旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,治療・検診,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,その他,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,その他,認知経路(施設)ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)",口コミサイト（Tripadvisor等）,"Google Mapなどの地図アプリやサイトでの検索",Instagram,"X (Twitter)",Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,その他,特になし,家族・知人への推奨度(施設),推奨度の理由(旅行)
142,"2024-10-10 08:08:48","2024-10-10 08:11:37",繁体,132,富山県,黒部・宇奈月,宿泊施設,1980,女,"台湾 ",50000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,4,150000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"日本食を食べること
旅館に宿泊
温泉入浴
自然・景勝地観光
",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
温泉を楽しみたいから
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"旅行会社ホームページ
宿泊施設ホームページ
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
140,"2024-10-10 08:07:41","2024-10-10 08:12:07",繁体,133,富山県,黒部・宇奈月,宿泊施設,1999,男,"台湾 ",500000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,職場の同僚,4,250000,円/日本　￥(JPY),150000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
温泉を楽しみたいから
日常を離れ、バカンスを楽しみたいから
",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,満足,Great,30000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
宿泊施設ホームページ
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Hot springs are special "
146,"2024-10-10 08:10:03","2024-10-10 08:13:18",繁体,138,富山県,黒部・宇奈月,宿泊施設,1987,男,"台湾 ",40000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,4,40000,円/日本　￥(JPY),15000,円/日本　￥(JPY),"旅行会社ホームページ
宿泊施設ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Instagram
その他SNS
",0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,Nice,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"航空会社ホームページ
口コミサイト（Tripadvisor等）
",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,體驗日式文化
145,"2024-10-10 08:09:48","2024-10-10 08:15:50",繁体,137,富山県,黒部・宇奈月,宿泊施設,1972,女,"台湾 ",90000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,職場の同僚,4,90000,円/日本　￥(JPY),80000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
旅館に宿泊
温泉入浴
",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,満足,,30000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"旅行会社ホームページ
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,風景、乾淨
143,"2024-10-10 08:08:58","2024-10-10 08:15:51",繁体,135,富山県,黒部・宇奈月,宿泊施設,1990,男,"台湾 ",1500,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,4,2000,ドル/アメリカ　$(USD),1000,ドル/アメリカ　$(USD),"宿泊施設ホームページ
航空会社ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
",0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"温泉入浴
自然・景勝地観光
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"温泉を楽しみたいから
ツアーに組み込まれていたから
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,大変満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"旅行会社パンフレット
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,
147,"2024-10-10 08:20:39","2024-10-10 08:23:38",繁体,139,富山県,黒部・宇奈月,宿泊施設,1979,女,"台湾 ",1,円/日本　￥(JPY),"観光・レジャー
インセンティブツアー
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,4,60000,円/日本　￥(JPY),40000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,無
144,"2024-10-10 08:09:37","2024-10-10 08:30:23",繁体,136,富山県,黒部・宇奈月,宿泊施設,1984,女,"台湾 ",40000,円/日本　￥(JPY),"観光・レジャー
インセンティブツアー
",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,家族・親族（子ども連れ）,4,180000,円/日本　￥(JPY),120000,円/日本　￥(JPY),"YouTube
旅行ガイドブック
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,"日本食を食べること
旅館に宿泊
温泉入浴
自然・景勝地観光
ショッピング
自然体験ツアー・農山漁村体験
四季の体感（花見・紅葉・雪等）
日本の日常生活体験
",1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
日常を離れ、バカンスを楽しみたいから
ツアーに組み込まれていたから
",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,満足,,20000,円/日本　￥(JPY),"借上バス
",0,1,0,0,0,0,0,0,0,"旅行会社ホームページ
日本在住の親族・知人
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,?泉很棒
148,"2024-10-10 09:23:47","2024-10-10 09:31:44",繁体,140,福井県,永平寺・奥越,体験・観光施設,1987,女,香港,770000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,380000,円/日本　￥(JPY),380000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Instagram
YouTube
",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"日本食を食べること
温泉入浴
自然・景勝地観光
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
",1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
テレビ・雑誌・インターネットで紹介されていたから
",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,大変満足,大樹充滿靈氣，寺?維護得很好,1500,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,0,"地方観光協会ホームページ
Instagram
",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,北陸地區的美景
149,"2024-10-10 09:33:56","2024-10-10 09:41:36",繁体,141,福井県,永平寺・奥越,体験・観光施設,1980,男,香港,760000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,15,390000,円/日本　￥(JPY),430000,円/日本　￥(JPY),"Google Mapなどの地図アプリやサイトでの検索
Instagram
Facebook
YouTube
個人のブログ
",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"日本食を食べること
温泉入浴
自然・景勝地観光
美術館・博物館・動植物園・水族館
",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,8000,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,0,"地方観光協会ホームページ
Instagram
",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
150,"2024-10-10 14:44:16","2024-10-10 14:47:34",繁体,142,石川県,金沢,その他,1995,女,"台湾 ",1,円/日本　￥(JPY),"イベント
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,364,800000,円/日本　￥(JPY),100000,円/日本　￥(JPY),"Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
特になし
",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,"美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
日本の日常生活体験
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"行きたいお店・ここでしか購入できないものがあるから
写真を撮影したいから
",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,大変満足,建築很漂亮,1500,円/日本　￥(JPY),"自転車
",0,0,0,0,0,1,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
日本在住の親族・知人
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,
